Date,Year,Month,Barangay,Barangay_cases
2025-04-01,2025,4,SAN VICENTE,2
2025-04-01,2025,4,A. BONIFACIO-CAGUIOA-RIMANDO,1
2025-04-01,2025,4,ANDRES BONIFACIO,1
2025-04-01,2025,4,ASIN ROAD,1
2025-04-01,2025,4,"AURORA HILL, SOUTH CENTRAL",1
2025-04-01,2025,4,BAKAKENG CENTRAL,1
2025-04-01,2025,4,BAKAKENG NORTH,1
2025-04-01,2025,4,BAYAN PARK WEST,1
2025-04-01,2025,4,CABINET HILL-TEACHER'S CAMP,1
2025-04-01,2025,4,CAMDAS SUBDIVISION,1
2025-04-01,2025,4,CAMPO FILIPINO,1
2025-04-01,2025,4,CITY CAMP PROPER,1
2025-04-01,2025,4,ENGINEERS' HILL,1
2025-04-01,2025,4,FERDINAND,1
2025-04-01,2025,4,GIBRALTAR,1
2025-04-01,2025,4,GREENWATER VILLAGE,1
2025-04-01,2025,4,GUISAD CENTRAL,1
2025-04-01,2025,4,HAPPY HOLLOW,1
2025-04-01,2025,4,HAPPY HOMES,1
2025-04-01,2025,4,HOLY GHOST EXTENSION,1
2025-04-01,2025,4,HOLY GHOST PROPER,1
2025-04-01,2025,4,KAYANG-HILLTOP,1
2025-04-01,2025,4,KIAS,1
2025-04-01,2025,4,"MAGSAYSAY, UPPER",1
2025-04-01,2025,4,MILITARY CUT-OFF,1
2025-04-01,2025,4,"MODERN SITE, EAST",1
2025-04-01,2025,4,NEW LUCBAN,1
2025-04-01,2025,4,PINSAO PROPER,1
2025-04-01,2025,4,PUCSUSAN,1
2025-04-01,2025,4,"QUIRINO HILL, MIDDLE",1
2025-04-01,2025,4,"QUIRINO HILL, WEST",1
2025-04-01,2025,4,SALUD MITRA,1
2025-04-01,2025,4,SAMOKI,1
2025-04-01,2025,4,SANTA ESCOLASTICA,1
2025-05-01,2025,5,CAMP 8,3
2025-05-01,2025,5,DOMINICAN HILL-MIRADOR,3
2025-05-01,2025,5,SAN ANTONIO VILLAGE,3
2025-05-01,2025,5,BAKAKENG CENTRAL,2
2025-05-01,2025,5,CAMP 7,2
2025-05-01,2025,5,CITY CAMP CENTRAL,2
2025-05-01,2025,5,CRESENCIA VILLAGE,2
2025-05-01,2025,5,HONEYMOON,2
2025-05-01,2025,5,IRISAN,2
2025-05-01,2025,5,LIWANAG-LOAKAN,2
2025-05-01,2025,5,PINGET,2
2025-05-01,2025,5,SANTO ROSARIO,2
2025-05-01,2025,5,A. BONIFACIO-CAGUIOA-RIMANDO,1
2025-05-01,2025,5,ASIN ROAD,1
2025-05-01,2025,5,BALSIGAN,1
2025-05-01,2025,5,BGH COMPOUND,1
2025-05-01,2025,5,DONTOGAN,1
2025-05-01,2025,5,ENGINEERS' HILL,1
2025-05-01,2025,5,FORT DEL PILAR,1
2025-05-01,2025,5,GABRIELA SILANG,1
2025-05-01,2025,5,GIBRALTAR,1
2025-05-01,2025,5,GUISAD CENTRAL,1
2025-05-01,2025,5,HOLY GHOST EXTENSION,1
2025-05-01,2025,5,IMELDA R. MARCOS,1
2025-05-01,2025,5,KAYANG EXTENSION,1
2025-05-01,2025,5,KIAS,1
2025-05-01,2025,5,LOURDES SUBDIVISION EXTENSION,1
2025-05-01,2025,5,MANUEL A. ROXAS,1
2025-05-01,2025,5,PADRE ZAMORA,1
2025-05-01,2025,5,"ROCK QUARRY, MIDDLE",1
2025-05-01,2025,5,SANTO TOMAS PROPER,1
2025-06-01,2025,6,CAMP 7,7
2025-06-01,2025,6,GIBRALTAR,6
2025-06-01,2025,6,LOAKAN PROPER,6
2025-06-01,2025,6,BAKAKENG CENTRAL,5
2025-06-01,2025,6,ASIN ROAD,4
2025-06-01,2025,6,IMELDA VILLAGE,4
2025-06-01,2025,6,KIAS,4
2025-06-01,2025,6,NEW LUCBAN,4
2025-06-01,2025,6,SAINT JOSEPH VILLAGE,4
2025-06-01,2025,6,BAKAKENG NORTH,3
2025-06-01,2025,6,CAMP 8,3
2025-06-01,2025,6,FAIRVIEW VILLAGE,3
2025-06-01,2025,6,IRISAN,3
2025-06-01,2025,6,SANTO TOMAS PROPER,3
2025-06-01,2025,6,AMBIONG,2
2025-06-01,2025,6,CRESENCIA VILLAGE,2
2025-06-01,2025,6,DONTOGAN,2
2025-06-01,2025,6,ENGINEERS' HILL,2
2025-06-01,2025,6,GUISAD CENTRAL,2
2025-06-01,2025,6,HONEYMOON,2
2025-06-01,2025,6,LIWANAG-LOAKAN,2
2025-06-01,2025,6,MRR-QUEEN OF PEACE,2
2025-06-01,2025,6,SAN LUIS VILLAGE,2
2025-06-01,2025,6,SLAUGHTER HOUSE AREA,2
2025-06-01,2025,6,VICTORIA VILLAGE,2
2025-06-01,2025,6,APUGAN-LOAKAN,1
2025-06-01,2025,6,BGH COMPOUND,1
2025-06-01,2025,6,BROOKSIDE,1
2025-06-01,2025,6,CITY CAMP PROPER,1
2025-06-01,2025,6,HAPPY HOMES,1
2025-06-01,2025,6,HOLY GHOST EXTENSION,1
2025-06-01,2025,6,HOLY GHOST PROPER,1
2025-06-01,2025,6,LOPEZ JAENA,1
2025-06-01,2025,6,"MARKET SUBDIVISION, UPPER",1
2025-06-01,2025,6,MATICMATIC,1
2025-06-01,2025,6,MIDDLE QUEZON HILL SUBDIVISION,1
2025-06-01,2025,6,OUTLOOK DRIVE,1
2025-06-01,2025,6,PHIL-AM,1
2025-06-01,2025,6,PINGET,1
2025-06-01,2025,6,PINGIT,1
2025-06-01,2025,6,PINSAO PILOT PROJECT,1
2025-06-01,2025,6,PINSAO PROPER,1
2025-06-01,2025,6,POLIWES,1
2025-06-01,2025,6,QUEZON HILL PROPER,1
2025-06-01,2025,6,"QUEZON HILL, UPPER",1
2025-06-01,2025,6,"QUIRINO-MAGSAYSAY, UPPER",1
2025-06-01,2025,6,"ROCK QUARRY, MIDDLE",1
2025-06-01,2025,6,"ROCK QUARRY, UPPER",1
2025-06-01,2025,6,SALUD MITRA,1
2025-06-01,2025,6,SAN ANTONIO VILLAGE,1
2025-06-01,2025,6,"SANITARY CAMP, SOUTH",1
2025-06-01,2025,6,SANTO ROSARIO,1
2025-07-01,2025,7,CAMP 7,9
2025-07-01,2025,7,SANTO TOMAS PROPER,9
2025-07-01,2025,7,IRISAN,6
2025-07-01,2025,7,LOAKAN PROPER,6
2025-07-01,2025,7,MILITARY CUT-OFF,6
2025-07-01,2025,7,CAMP 8,4
2025-07-01,2025,7,KIAS,4
2025-07-01,2025,7,SAN VICENTE,4
2025-07-01,2025,7,TEODORA ALONZO,4
2025-07-01,2025,7,BAKAKENG CENTRAL,3
2025-07-01,2025,7,"DAGSIAN, LOWER",3
2025-07-01,2025,7,FAIRVIEW VILLAGE,3
2025-07-01,2025,7,GIBRALTAR,3
2025-07-01,2025,7,LIWANAG-LOAKAN,3
2025-07-01,2025,7,MIDDLE QUEZON HILL SUBDIVISION,3
2025-07-01,2025,7,SAN LUIS VILLAGE,3
2025-07-01,2025,7,A. BONIFACIO-CAGUIOA-RIMANDO,2
2025-07-01,2025,7,APUGAN-LOAKAN,2
2025-07-01,2025,7,ASIN ROAD,2
2025-07-01,2025,7,ATOK TRAIL,2
2025-07-01,2025,7,BAKAKENG NORTH,2
2025-07-01,2025,7,BALSIGAN,2
2025-07-01,2025,7,CAMP ALLEN,2
2025-07-01,2025,7,DONTOGAN,2
2025-07-01,2025,7,DPS AREA,2
2025-07-01,2025,7,GUISAD CENTRAL,2
2025-07-01,2025,7,HOLY GHOST PROPER,2
2025-07-01,2025,7,IMELDA R. MARCOS,2
2025-07-01,2025,7,NEW LUCBAN,2
2025-07-01,2025,7,PACDAL,2
2025-07-01,2025,7,PINGET,2
2025-07-01,2025,7,PINSAO PROPER,2
2025-07-01,2025,7,POLIWES,2
2025-07-01,2025,7,"SANITARY CAMP, SOUTH",2
2025-07-01,2025,7,SLAUGHTER HOUSE AREA,2
2025-07-01,2025,7,TRANCOVILLE,2
2025-07-01,2025,7,ALFONSO TABORA,1
2025-07-01,2025,7,AURORA HILL PROPER,1
2025-07-01,2025,7,BAL-MARCOVILLE,1
2025-07-01,2025,7,BAYAN PARK VILLAGE,1
2025-07-01,2025,7,CABINET HILL-TEACHER'S CAMP,1
2025-07-01,2025,7,COUNTRY CLUB VILLAGE,1
2025-07-01,2025,7,DOMINICAN HILL-MIRADOR,1
2025-07-01,2025,7,ENGINEERS' HILL,1
2025-07-01,2025,7,FERDINAND,1
2025-07-01,2025,7,GABRIELA SILANG,1
2025-07-01,2025,7,GREENWATER VILLAGE,1
2025-07-01,2025,7,GUISAD SORONG,1
2025-07-01,2025,7,IMELDA VILLAGE,1
2025-07-01,2025,7,KAYANG EXTENSION,1
2025-07-01,2025,7,LUCNAB,1
2025-07-01,2025,7,MAGSAYSAY PRIVATE ROAD,1
2025-07-01,2025,7,"MARKET SUBDIVISION, UPPER",1
2025-07-01,2025,7,MRR-QUEEN OF PEACE,1
2025-07-01,2025,7,PADRE ZAMORA,1
2025-07-01,2025,7,PHIL-AM,1
2025-07-01,2025,7,PINSAO PILOT PROJECT,1
2025-07-01,2025,7,"QUEZON HILL, UPPER",1
2025-07-01,2025,7,"QUIRINO HILL, MIDDLE",1
2025-07-01,2025,7,"ROCK QUARRY, UPPER",1
2025-07-01,2025,7,SALUD MITRA,1
2025-07-01,2025,7,SESSION ROAD AREA,1
2025-07-01,2025,7,VICTORIA VILLAGE,1
2025-08-01,2025,8,CAMP 7,10
2025-08-01,2025,8,BAKAKENG CENTRAL,8
2025-08-01,2025,8,LOAKAN PROPER,6
2025-08-01,2025,8,IRISAN,5
2025-08-01,2025,8,ASIN ROAD,4
2025-08-01,2025,8,GIBRALTAR,4
2025-08-01,2025,8,AMBIONG,3
2025-08-01,2025,8,BGH COMPOUND,3
2025-08-01,2025,8,ENGINEERS' HILL,3
2025-08-01,2025,8,POLIWES,3
2025-08-01,2025,8,SAN LUIS VILLAGE,3
2025-08-01,2025,8,SAN VICENTE,3
2025-08-01,2025,8,SANTO ROSARIO,3
2025-08-01,2025,8,ALFONSO TABORA,2
2025-08-01,2025,8,BALSIGAN,2
2025-08-01,2025,8,CABINET HILL-TEACHER'S CAMP,2
2025-08-01,2025,8,CAMDAS SUBDIVISION,2
2025-08-01,2025,8,CITY CAMP PROPER,2
2025-08-01,2025,8,FAIRVIEW VILLAGE,2
2025-08-01,2025,8,FERDINAND,2
2025-08-01,2025,8,HILLSIDE,2
2025-08-01,2025,8,MILITARY CUT-OFF,2
2025-08-01,2025,8,PINGET,2
2025-08-01,2025,8,QUEZON HILL PROPER,2
2025-08-01,2025,8,SANTO TOMAS PROPER,2
2025-08-01,2025,8,APUGAN-LOAKAN,1
2025-08-01,2025,8,BAKAKENG NORTH,1
2025-08-01,2025,8,BROOKSPOINT,1
2025-08-01,2025,8,CAMP 8,1
2025-08-01,2025,8,CAMP ALLEN,1
2025-08-01,2025,8,CITY CAMP CENTRAL,1
2025-08-01,2025,8,COUNTRY CLUB VILLAGE,1
2025-08-01,2025,8,"DAGSIAN, LOWER",1
2025-08-01,2025,8,DONTOGAN,1
2025-08-01,2025,8,DPS AREA,1
2025-08-01,2025,8,FORT DEL PILAR,1
2025-08-01,2025,8,GABRIELA SILANG,1
2025-08-01,2025,8,HOLY GHOST EXTENSION,1
2025-08-01,2025,8,HOLY GHOST PROPER,1
2025-08-01,2025,8,HONEYMOON,1
2025-08-01,2025,8,KABAYANIHAN,1
2025-08-01,2025,8,KAYANG EXTENSION,1
2025-08-01,2025,8,"LOURDES SUBDIVISION, PROPER",1
2025-08-01,2025,8,LUCNAB,1
2025-08-01,2025,8,"MAGSAYSAY, LOWER",1
2025-08-01,2025,8,MINES VIEW PARK,1
2025-08-01,2025,8,PINSAO PILOT PROJECT,1
2025-08-01,2025,8,PINSAO PROPER,1
2025-08-01,2025,8,"QUIRINO HILL, EAST",1
2025-08-01,2025,8,"QUIRINO HILL, LOWER",1
2025-08-01,2025,8,"QUIRINO HILL, MIDDLE",1
2025-08-01,2025,8,"QUIRINO-MAGSAYSAY, UPPER",1
2025-08-01,2025,8,"ROCK QUARRY, LOWER",1
2025-08-01,2025,8,SAINT JOSEPH VILLAGE,1
2025-08-01,2025,8,SANTA ESCOLASTICA,1
2025-08-01,2025,8,TEODORA ALONZO,1
2025-08-01,2025,8,TRANCOVILLE,1
2025-08-01,2025,8,VICTORIA VILLAGE,1
2025-09-01,2025,9,IRISAN,12
2025-09-01,2025,9,DOMINICAN HILL-MIRADOR,5
2025-09-01,2025,9,ASIN ROAD,4
2025-09-01,2025,9,PACDAL,4
2025-09-01,2025,9,A. BONIFACIO-CAGUIOA-RIMANDO,3
2025-09-01,2025,9,BAKAKENG NORTH,3
2025-09-01,2025,9,CAMP 7,3
2025-09-01,2025,9,FAIRVIEW VILLAGE,3
2025-09-01,2025,9,GIBRALTAR,3
2025-09-01,2025,9,LOAKAN PROPER,3
2025-09-01,2025,9,SLAUGHTER HOUSE AREA,3
2025-09-01,2025,9,ATOK TRAIL,2
2025-09-01,2025,9,BALSIGAN,2
2025-09-01,2025,9,BGH COMPOUND,2
2025-09-01,2025,9,COUNTRY CLUB VILLAGE,2
2025-09-01,2025,9,ENGINEERS' HILL,2
2025-09-01,2025,9,GREENWATER VILLAGE,2
2025-09-01,2025,9,LEGARDA-BURNHAM-KISAD,2
2025-09-01,2025,9,LIWANAG-LOAKAN,2
2025-09-01,2025,9,PADRE BURGOS,2
2025-09-01,2025,9,"QUIRINO HILL, EAST",2
2025-09-01,2025,9,"ROCK QUARRY, MIDDLE",2
2025-09-01,2025,9,SAN LUIS VILLAGE,2
2025-09-01,2025,9,SAN VICENTE,2
2025-09-01,2025,9,SANTO TOMAS PROPER,2
2025-09-01,2025,9,TEODORA ALONZO,2
2025-09-01,2025,9,TRANCOVILLE,2
2025-09-01,2025,9,APUGAN-LOAKAN,1
2025-09-01,2025,9,AURORA HILL PROPER,1
2025-09-01,2025,9,"AURORA HILL, SOUTH CENTRAL",1
2025-09-01,2025,9,BAKAKENG CENTRAL,1
2025-09-01,2025,9,BAYAN PARK WEST,1
2025-09-01,2025,9,CABINET HILL-TEACHER'S CAMP,1
2025-09-01,2025,9,CAMDAS SUBDIVISION,1
2025-09-01,2025,9,CAMP ALLEN,1
2025-09-01,2025,9,CAMPO FILIPINO,1
2025-09-01,2025,9,CITY CAMP CENTRAL,1
2025-09-01,2025,9,CITY CAMP PROPER,1
2025-09-01,2025,9,FERDINAND,1
2025-09-01,2025,9,"GENERAL LUNA, UPPER",1
2025-09-01,2025,9,GUISAD CENTRAL,1
2025-09-01,2025,9,IMELDA VILLAGE,1
2025-09-01,2025,9,KAYANG EXTENSION,1
2025-09-01,2025,9,LUALHATI,1
2025-09-01,2025,9,LUCNAB,1
2025-09-01,2025,9,MAGSAYSAY PRIVATE ROAD,1
2025-09-01,2025,9,"MAGSAYSAY, LOWER",1
2025-09-01,2025,9,"MAGSAYSAY, UPPER",1
2025-09-01,2025,9,MANUEL A. ROXAS,1
2025-09-01,2025,9,"MARKET SUBDIVISION, UPPER",1
2025-09-01,2025,9,MIDDLE QUEZON HILL SUBDIVISION,1
2025-09-01,2025,9,NEW LUCBAN,1
2025-09-01,2025,9,PAG-ASA POB.,1
2025-09-01,2025,9,PHIL-AM,1
2025-09-01,2025,9,PINGET,1
2025-09-01,2025,9,PINSAO PILOT PROJECT,1
2025-09-01,2025,9,PINSAO PROPER,1
2025-09-01,2025,9,POLIWES,1
2025-09-01,2025,9,QUEZON HILL PROPER,1
2025-09-01,2025,9,"QUIRINO-MAGSAYSAY, UPPER",1
2025-09-01,2025,9,"ROCK QUARRY, UPPER",1
2025-09-01,2025,9,SALUD MITRA,1
2025-09-01,2025,9,SAN ANTONIO VILLAGE,1
2025-09-01,2025,9,"SANITARY CAMP, SOUTH",1
2025-09-01,2025,9,SANTA ESCOLASTICA,1
2025-09-01,2025,9,SANTO ROSARIO,1
2025-09-01,2025,9,SLU-SVP HOUSING VILLAGE,1
2025-10-01,2025,10,IRISAN,9
2025-10-01,2025,10,CAMP 7,8
2025-10-01,2025,10,LOAKAN PROPER,7
2025-10-01,2025,10,ASIN ROAD,4
2025-10-01,2025,10,BAKAKENG CENTRAL,4
2025-10-01,2025,10,PINSAO PROPER,4
2025-10-01,2025,10,FAIRVIEW VILLAGE,3
2025-10-01,2025,10,HAPPY HOMES,3
2025-10-01,2025,10,LIWANAG-LOAKAN,3
2025-10-01,2025,10,AURORA HILL PROPER,2
2025-10-01,2025,10,BALSIGAN,2
2025-10-01,2025,10,BGH COMPOUND,2
2025-10-01,2025,10,DOMINICAN HILL-MIRADOR,2
2025-10-01,2025,10,SAINT JOSEPH VILLAGE,2
2025-10-01,2025,10,SALUD MITRA,2
2025-10-01,2025,10,SAN ANTONIO VILLAGE,2
2025-10-01,2025,10,SAN ROQUE VILLAGE,2
2025-10-01,2025,10,SAN VICENTE,2
2025-10-01,2025,10,AMBIONG,1
2025-10-01,2025,10,APUGAN-LOAKAN,1
2025-10-01,2025,10,BAYAN PARK WEST,1
2025-10-01,2025,10,BROOKSIDE,1
2025-10-01,2025,10,CAMP 8,1
2025-10-01,2025,10,CITY CAMP PROPER,1
2025-10-01,2025,10,"DAGSIAN, LOWER",1
2025-10-01,2025,10,FERDINAND,1
2025-10-01,2025,10,"GENERAL LUNA, UPPER",1
2025-10-01,2025,10,GIBRALTAR,1
2025-10-01,2025,10,HOLY GHOST EXTENSION,1
2025-10-01,2025,10,HOLY GHOST PROPER,1
2025-10-01,2025,10,IMELDA R. MARCOS,1
2025-10-01,2025,10,KIAS,1
2025-10-01,2025,10,"LOURDES SUBDIVISION, PROPER",1
2025-10-01,2025,10,LUALHATI,1
2025-10-01,2025,10,LUCNAB,1
2025-10-01,2025,10,MINES VIEW,1
2025-10-01,2025,10,PACDAL,1
2025-10-01,2025,10,PADRE ZAMORA,1
2025-10-01,2025,10,PALMA-URBANO,1
2025-10-01,2025,10,POLIWES,1
2025-10-01,2025,10,QUEZON HILL PROPER,1
2025-10-01,2025,10,"QUEZON HILL, UPPER",1
2025-10-01,2025,10,"QUIRINO HILL, WEST",1
2025-10-01,2025,10,"QUIRINO-MAGSAYSAY, UPPER",1
2025-10-01,2025,10,"SANITARY CAMP, NORTH",1
2025-10-01,2025,10,SANTO TOMAS PROPER,1
2025-10-01,2025,10,TEODORA ALONZO,1
2025-10-01,2025,10,VICTORIA VILLAGE,1
2025-11-01,2025,11,IRISAN,6
2025-11-01,2025,11,ASIN ROAD,5
2025-11-01,2025,11,GUISAD SORONG,5
2025-11-01,2025,11,AMBIONG,4
2025-11-01,2025,11,BALSIGAN,4
2025-11-01,2025,11,BAKAKENG CENTRAL,3
2025-11-01,2025,11,BAKAKENG NORTH,3
2025-11-01,2025,11,KIAS,3
2025-11-01,2025,11,LOAKAN PROPER,3
2025-11-01,2025,11,"ROCK QUARRY, UPPER",3
2025-11-01,2025,11,CAMP 7,2
2025-11-01,2025,11,FAIRVIEW VILLAGE,2
2025-11-01,2025,11,LOURDES SUBDIVISION EXTENSION,2
2025-11-01,2025,11,"QUEZON HILL, UPPER",2
2025-11-01,2025,11,TRANCOVILLE,2
2025-11-01,2025,11,BAYAN PARK EAST,1
2025-11-01,2025,11,CAMP ALLEN,1
2025-11-01,2025,11,DOMINICAN HILL-MIRADOR,1
2025-11-01,2025,11,DONTOGAN,1
2025-11-01,2025,11,"GENERAL LUNA, UPPER",1
2025-11-01,2025,11,GUISAD CENTRAL,1
2025-11-01,2025,11,HOLY GHOST EXTENSION,1
2025-11-01,2025,11,"LOURDES SUBDIVISION, LOWER",1
2025-11-01,2025,11,MANUEL A. ROXAS,1
2025-11-01,2025,11,OUTLOOK DRIVE,1
2025-11-01,2025,11,PACDAL,1
2025-11-01,2025,11,PHIL-AM,1
2025-11-01,2025,11,PINGET,1
2025-11-01,2025,11,PINSAO PROPER,1
2025-11-01,2025,11,"QUIRINO HILL, EAST",1
2025-11-01,2025,11,"QUIRINO-MAGSAYSAY, UPPER (UPPER QM)",1
2025-11-01,2025,11,"ROCK QUARRY, LOWER",1
2025-11-01,2025,11,SAINT JOSEPH VILLAGE,1
2025-11-01,2025,11,SALUD MITRA,1
2025-11-01,2025,11,SAN LUIS VILLAGE,1
2025-11-01,2025,11,SAN VICENTE,1
2025-11-01,2025,11,"SANITARY CAMP, SOUTH",1
2025-12-01,2025,12,BAKAKENG CENTRAL,6
2025-12-01,2025,12,CAMP 7,5
2025-12-01,2025,12,SAN VICENTE,4
2025-12-01,2025,12,ASIN ROAD,2
2025-12-01,2025,12,ENGINEERS' HILL,2
2025-12-01,2025,12,IRISAN,2
2025-12-01,2025,12,LOAKAN PROPER,2
2025-12-01,2025,12,PINGET,2
2025-12-01,2025,12,SALUD MITRA,2
2025-12-01,2025,12,SANTO TOMAS PROPER,2
2025-12-01,2025,12,APUGAN-LOAKAN,1
2025-12-01,2025,12,ATOK TRAIL,1
2025-12-01,2025,12,"AURORA HILL, SOUTH CENTRAL",1
2025-12-01,2025,12,BALSIGAN,1
2025-12-01,2025,12,BAYAN PARK EAST,1
2025-12-01,2025,12,BGH COMPOUND,1
2025-12-01,2025,12,CABINET HILL-TEACHER'S CAMP,1
2025-12-01,2025,12,CAMDAS SUBDIVISION,1
2025-12-01,2025,12,CAMP ALLEN,1
2025-12-01,2025,12,CAMPO FILIPINO,1
2025-12-01,2025,12,CITY CAMP CENTRAL,1
2025-12-01,2025,12,"DAGSIAN, LOWER",1
2025-12-01,2025,12,FERDINAND,1
2025-12-01,2025,12,GABRIELA SILANG,1
2025-12-01,2025,12,HAPPY HOLLOW,1
2025-12-01,2025,12,IMELDA VILLAGE,1
2025-12-01,2025,12,KIAS,1
2025-12-01,2025,12,LOPEZ JAENA,1
2025-12-01,2025,12,MRR-QUEEN OF PEACE,1
2025-12-01,2025,12,PACDAL,1
2025-12-01,2025,12,PADRE BURGOS,1
2025-12-01,2025,12,PINSAO PILOT PROJECT,1
2025-12-01,2025,12,"ROCK QUARRY, MIDDLE",1
2025-12-01,2025,12,SAINT JOSEPH VILLAGE,1
2025-12-01,2025,12,SANTO ROSARIO,1
